10400,EASTC,1,1997-01-01 00:00:00,1997-01-16 00:00:00,419,65
10401,RATTC,1,1997-01-01 00:00:00,1997-01-10 00:00:00,62,55
10402,ERNSH,1,1997-01-02 00:00:00,1997-01-10 00:00:00,339,40
10403,ERNSH,4,1997-01-03 00:00:00,1997-01-09 00:00:00,368,95
10404,MAGAA,7,1997-01-03 00:00:00,1997-01-08 00:00:00,779,85
10405,LINOD,1,1997-01-06 00:00:00,1997-01-22 00:00:00,174,10
10406,QUEEN,7,1997-01-07 00:00:00,1997-01-13 00:00:00,540,20
10407,OTTIK,7,1997-01-07 00:00:00,1997-01-30 00:00:00,457,40
10408,FOLIG,1,1997-01-08 00:00:00,1997-01-14 00:00:00,56,30
10409,OCEAN,3,1997-01-09 00:00:00,1997-01-14 00:00:00,149,15
10410,BOTTM,3,1997-01-10 00:00:00,1997-01-15 00:00:00,,12
10411,BOTTM,9,1997-01-10 00:00:00,1997-01-21 00:00:00,118,25
10412,WARTH,1,1997-01-13 00:00:00,1997-01-15 00:00:00,18,85
10413,LAMAI,3,1997-01-14 00:00:00,1997-01-16 00:00:00,478,30
10414,FAMIA,7,1997-01-14 00:00:00,1997-01-17 00:00:00,107,40
10415,HUNGC,3,1997-01-15 00:00:00,1997-01-24 00:00:00,,01
10416,WARTH,1,1997-01-16 00:00:00,1997-01-27 00:00:00,113,60
10417,SIMOB,4,1997-01-16 00:00:00,1997-01-28 00:00:00,351,45
10418,QUICK,4,1997-01-17 00:00:00,1997-01-24 00:00:00,87,75
10419,RICSU,4,1997-01-20 00:00:00,1997-01-30 00:00:00,686,75
10420,WELLI,3,1997-01-21 00:00:00,1997-01-27 00:00:00,220,60
10421,QUEDE,1,1997-01-21 00:00:00,1997-01-27 00:00:00,496,15
10422,FRANS,7,1997-01-22 00:00:00,1997-01-31 00:00:00,15,10
10423,GOURL,6,1997-01-23 00:00:00,1997-02-24 00:00:00,122,50
10424,MEREP,7,1997-01-23 00:00:00,1997-01-27 00:00:00,1853,05
10425,LAMAI,6,1997-01-24 00:00:00,1997-02-14 00:00:00,39,65
10426,GALED,4,1997-01-27 00:00:00,1997-02-06 00:00:00,93,45
10427,PICCO,4,1997-01-27 00:00:00,1997-03-03 00:00:00,156,45
10428,REGGC,7,1997-01-28 00:00:00,1997-02-04 00:00:00,55,45
10429,HUNGO,3,1997-01-29 00:00:00,1997-02-07 00:00:00,283,15
10430,ERNSH,4,1997-01-30 00:00:00,1997-02-03 00:00:00,2293,90
10431,BOTTM,4,1997-01-30 00:00:00,1997-02-07 00:00:00,220,85
10432,SPLIR,3,1997-01-31 00:00:00,1997-02-07 00:00:00,21,70
10433,PRINI,3,1997-02-03 00:00:00,1997-03-04 00:00:00,369,15
10434,FOLKO,3,1997-02-03 00:00:00,1997-02-13 00:00:00,89,60
10435,CONSH,1,1997-02-04 00:00:00,1997-02-07 00:00:00,46,05
10436,BLONP,3,1997-02-05 00:00:00,1997-02-11 00:00:00,783,30
10437,WARTH,1,1997-02-05 00:00:00,1997-02-12 00:00:00,99,85
10438,TOMSP,3,1997-02-06 00:00:00,1997-02-14 00:00:00,41,20
10439,MEREP,6,1997-02-07 00:00:00,1997-02-10 00:00:00,20,35
10440,SAVEA,4,1997-02-10 00:00:00,1997-02-28 00:00:00,432,65
10441,OLDWO,3,1997-02-10 00:00:00,1997-03-14 00:00:00,365,10
10442,ERNSH,3,1997-02-11 00:00:00,1997-02-18 00:00:00,239,70
10443,REGGC,1,1997-02-12 00:00:00,1997-02-14 00:00:00,69,75
10444,BERGS,3,1997-02-12 00:00:00,1997-02-21 00:00:00,17,50
10445,BERGS,3,1997-02-13 00:00:00,1997-02-20 00:00:00,46,50
10446,TOMSP,6,1997-02-14 00:00:00,1997-02-19 00:00:00,73,40
10447,RICAR,4,1997-02-14 00:00:00,1997-03-07 00:00:00,343,30
10448,RANCH,4,1997-02-17 00:00:00,1997-02-24 00:00:00,194,10
10449,BLONP,3,1997-02-18 00:00:00,1997-02-27 00:00:00,266,50
10450,VICTE,1,1997-02-19 00:00:00,1997-03-11 00:00:00,36,15
10451,QUICK,4,1997-02-19 00:00:00,1997-03-12 00:00:00,945,45
10452,SAVEA,1,1997-02-20 00:00:00,1997-02-26 00:00:00,701,30
10453,AROUT,1,1997-02-21 00:00:00,1997-02-26 00:00:00,126,80
